date,open,high,low,close,volume,amount,amplitude,change_pct,change,turnover,cffex_io_volume_pcr,cffex_io_oi_pcr,cffex_io_amount_pcr,cffex_io_call_vol,cffex_io_put_vol,cffex_io_call_oi,cffex_io_put_oi,cffex_io_breakdown,sse_300etf_volume_pcr,sse_300etf_oi_pcr,sse_300etf_call_vol,sse_300etf_put_vol,sse_300etf_call_oi,sse_300etf_put_oi,szse_300etf_volume_pcr,szse_300etf_oi_pcr,szse_300etf_call_vol,szse_300etf_put_vol,szse_300etf_call_oi,szse_300etf_put_oi,total_call_volume,total_put_volume,total_volume_pcr,total_call_oi,total_put_oi,total_oi_pcr,qvix_open,qvix_high,qvix_low,qvix_close,cffex_io_volume_pcr_pct20,cffex_io_volume_pcr_pct60,cffex_io_oi_pcr_pct20,cffex_io_oi_pcr_pct60,cffex_io_amount_pcr_pct20,cffex_io_amount_pcr_pct60,sse_300etf_volume_pcr_pct20,sse_300etf_volume_pcr_pct60,sse_300etf_oi_pcr_pct20,sse_300etf_oi_pcr_pct60,szse_300etf_volume_pcr_pct20,szse_300etf_volume_pcr_pct60,szse_300etf_oi_pcr_pct20,szse_300etf_oi_pcr_pct60,total_volume_pcr_pct20,total_volume_pcr_pct60,total_oi_pcr_pct20,total_oi_pcr_pct60
20250701,3935.908,3946.245,3924.722,3942.762,12895936200,,0.5468132118283114,0.16978825882305593,6.682999999999993,,0.579674494436658,0.6562824312574213,0.6419772425869888,34961,20266,106957,70194,"{""2507"": {""call_vol"": 29416, ""put_vol"": 16432, ""call_oi"": 52792, ""put_oi"": 39979}, ""2508"": {""call_vol"": 2738, ""put_vol"": 2273, ""call_oi"": 10095, ""put_oi"": 4985}, ""2509"": {""call_vol"": 1866, ""put_vol"": 858, ""call_oi"": 28353, ""put_oi"": 13673}, ""2512"": {""call_vol"": 777, ""put_vol"": 365, ""call_oi"": 12157, ""put_oi"": 7336}, ""2603"": {""call_vol"": 107, ""put_vol"": 196, ""call_oi"": 3075, ""put_oi"": 3143}, ""2606"": {""call_vol"": 57, ""put_vol"": 142, ""call_oi"": 485, ""put_oi"": 1078}}",1.0080439531774756,0.8091076775661756,306690.0,309157.0,626175.0,506643.0,0.8499981639922153,0.9005485025622537,27233.0,23148.0,77666.0,69942.0,368884.0,352571.0,0.9557774259658863,810798.0,646779.0,0.7977067037659195,15.24,15.24,14.56,14.68,0.5,0.23333333333333334,0.45,0.4,0.6,0.35,0.75,0.7166666666666667,0.1,0.3,0.45,0.3333333333333333,0.2,0.55,0.7,0.6666666666666666,0.05,0.3
20250702,3943.323,3952.138,3929.696,3943.685,14706306200,,0.5691948943405665,0.0234099851829761,0.9229999999997744,,0.6609993906154784,0.6686564670058301,0.6236415975570517,32820,21694,107716,72025,"{""2507"": {""call_vol"": 26981, ""put_vol"": 17834, ""call_oi"": 52504, ""put_oi"": 41100}, ""2508"": {""call_vol"": 2256, ""put_vol"": 1941, ""call_oi"": 10663, ""put_oi"": 5298}, ""2509"": {""call_vol"": 2422, ""put_vol"": 715, ""call_oi"": 28390, ""put_oi"": 13829}, ""2512"": {""call_vol"": 937, ""put_vol"": 736, ""call_oi"": 12581, ""put_oi"": 7479}, ""2603"": {""call_vol"": 154, ""put_vol"": 269, ""call_oi"": 3065, ""put_oi"": 3211}, ""2606"": {""call_vol"": 70, ""put_vol"": 199, ""call_oi"": 513, ""put_oi"": 1108}}",1.1514002015217073,0.8378158225000591,320561.0,369094.0,633465.0,530727.0,1.0744248082694232,0.9914090007041803,29990.0,32222.0,78105.0,77434.0,383371.0,423010.0,1.1033959271828073,819286.0,680186.0,0.8302180191044397,14.73,14.73,14.4,14.44,0.7,0.48333333333333334,0.75,0.5333333333333333,0.5,0.3333333333333333,1.0,1.0,0.4,0.45,0.6,0.75,0.75,0.9,1.0,1.0,0.45,0.55
20250703,3949.4,3971.616,3945.138,3968.068,14100400600,,0.6714025080603564,0.6182796039744698,24.383000000000266,,0.5549870466321244,0.6898298179663339,0.4402295479286807,46320,25707,108002,74503,"{""2507"": {""call_vol"": 37371, ""put_vol"": 20937, ""call_oi"": 52031, ""put_oi"": 43015}, ""2508"": {""call_vol"": 4461, ""put_vol"": 2737, ""call_oi"": 11209, ""put_oi"": 5723}, ""2509"": {""call_vol"": 3168, ""put_vol"": 1208, ""call_oi"": 28649, ""put_oi"": 13880}, ""2512"": {""call_vol"": 971, ""put_vol"": 404, ""call_oi"": 12509, ""put_oi"": 7448}, ""2603"": {""call_vol"": 199, ""put_vol"": 198, ""call_oi"": 3047, ""put_oi"": 3298}, ""2606"": {""call_vol"": 150, ""put_vol"": 223, ""call_oi"": 557, ""put_oi"": 1139}}",0.8449751290145964,0.8817704606973944,429215.0,362676.0,638749.0,563230.0,0.7798151786363967,1.0709133194055738,41229.0,32151.0,76107.0,81504.0,516764.0,420534.0,0.81378346788863,822858.0,719237.0,0.8740718325640633,14.69,14.9,14.34,14.7,0.3,0.13333333333333333,0.95,0.7166666666666667,0.15,0.06666666666666667,0.3,0.2833333333333333,0.75,0.7,0.25,0.2,0.9,0.9666666666666667,0.3,0.18333333333333332,0.9,0.7666666666666667
20250704,3967.464,4013.848,3958.376,3982.203,15719713300,,1.397959913993403,0.356218693832866,14.134999999999764,,0.47724475928561494,0.7260888272696849,0.3705412449942432,93451,44599,104585,75938,"{""2507"": {""call_vol"": 75969, ""put_vol"": 35923, ""call_oi"": 48584, ""put_oi"": 43516}, ""2508"": {""call_vol"": 9054, ""put_vol"": 5039, ""call_oi"": 11475, ""put_oi"": 6584}, ""2509"": {""call_vol"": 6122, ""put_vol"": 1808, ""call_oi"": 28323, ""put_oi"": 13799}, ""2512"": {""call_vol"": 1647, ""put_vol"": 901, ""call_oi"": 12541, ""put_oi"": 7320}, ""2603"": {""call_vol"": 277, ""put_vol"": 502, ""call_oi"": 3061, ""put_oi"": 3428}, ""2606"": {""call_vol"": 382, ""put_vol"": 426, ""call_oi"": 601, ""put_oi"": 1291}}",0.6552192786935436,0.9417723825215057,966829.0,633485.0,636691.0,599618.0,0.6791881019402293,1.0989668228197396,92721.0,62975.0,77915.0,85626.0,1153001.0,741059.0,0.6427219057051988,819191.0,761182.0,0.9291874544520142,15.24,15.24,14.56,14.68,0.2,0.06666666666666667,1.0,0.9166666666666666,0.05,0.016666666666666666,0.1,0.03333333333333333,0.95,0.8666666666666667,0.2,0.08333333333333333,1.0,1.0,0.1,0.03333333333333333,1.0,0.9
20250707,3977.288,3979.748,3956.566,3965.175,13113527300,,0.5821400867811171,-0.42760251046970454,-17.027999999999793,,0.6050711263806469,0.7008994887404424,0.5075917496763505,35219,21310,109729,76909,"{""2507"": {""call_vol"": 26668, ""put_vol"": 17677, ""call_oi"": 51424, ""put_oi"": 43570}, ""2508"": {""call_vol"": 5080, ""put_vol"": 2189, ""call_oi"": 13204, ""put_oi"": 7294}, ""2509"": {""call_vol"": 2530, ""put_vol"": 841, ""call_oi"": 28793, ""put_oi"": 13903}, ""2512"": {""call_vol"": 457, ""put_vol"": 218, ""call_oi"": 12683, ""put_oi"": 7357}, ""2603"": {""call_vol"": 275, ""put_vol"": 198, ""call_oi"": 3010, ""put_oi"": 3389}, ""2606"": {""call_vol"": 209, ""put_vol"": 187, ""call_oi"": 615, ""put_oi"": 1396}}",0.8007443951789172,0.8561764052264855,400325.0,320558.0,661477.0,566341.0,0.8620160605862767,1.0162153085945933,30634.0,26407.0,83378.0,84730.0,466178.0,368275.0,0.7899879445190464,854584.0,727980.0,0.8518530653510948,15.21,15.29,14.92,15.14,0.5,0.35,0.95,0.8,0.3,0.2,0.35,0.16666666666666666,0.55,0.6,0.55,0.36666666666666664,0.8,0.9166666666666666,0.35,0.18333333333333332,0.5,0.6166666666666667
20250708,3965.426,4002.269,3965.426,3998.453,15640289500,,0.9291645387656243,0.8392567793350736,33.27799999999979,,0.44821431319146315,0.7011885300225335,0.362567196668686,64989,29129,113165,79350,"{""2507"": {""call_vol"": 50027, ""put_vol"": 23341, ""call_oi"": 51277, ""put_oi"": 44317}, ""2508"": {""call_vol"": 8625, ""put_vol"": 3770, ""call_oi"": 15942, ""put_oi"": 8492}, ""2509"": {""call_vol"": 4922, ""put_vol"": 1130, ""call_oi"": 29235, ""put_oi"": 14145}, ""2512"": {""call_vol"": 878, ""put_vol"": 366, ""call_oi"": 12998, ""put_oi"": 7472}, ""2603"": {""call_vol"": 278, ""put_vol"": 356, ""call_oi"": 2970, ""put_oi"": 3462}, ""2606"": {""call_vol"": 259, ""put_vol"": 166, ""call_oi"": 743, ""put_oi"": 1462}}",0.6244225097818781,0.8963023801895066,772091.0,482111.0,664779.0,595843.0,0.6564377497340961,1.0503869508274795,69574.0,45671.0,83990.0,88222.0,906654.0,556911.0,0.614248654944444,861934.0,763415.0,0.885700065202208,15.12,16.32,15.12,16.04,0.1,0.03333333333333333,0.95,0.8166666666666667,0.05,0.016666666666666666,0.1,0.03333333333333333,0.8,0.7333333333333333,0.1,0.03333333333333333,0.8,0.9333333333333333,0.1,0.03333333333333333,0.85,0.7833333333333333
20250709,3997.504,4016.743,3987.427,3991.401,17329379600,,0.7331835587413382,-0.17636821040537543,-7.052000000000135,,0.5276608341007762,0.7182331765041345,0.38147518030933986,60808,32086,112224,80603,"{""2507"": {""call_vol"": 47680, ""put_vol"": 26086, ""call_oi"": 49145, ""put_oi"": 44536}, ""2508"": {""call_vol"": 7347, ""put_vol"": 3973, ""call_oi"": 16966, ""put_oi"": 9046}, ""2509"": {""call_vol"": 4187, ""put_vol"": 992, ""call_oi"": 29267, ""put_oi"": 14315}, ""2512"": {""call_vol"": 921, ""put_vol"": 509, ""call_oi"": 13166, ""put_oi"": 7593}, ""2603"": {""call_vol"": 364, ""put_vol"": 256, ""call_oi"": 2962, ""put_oi"": 3538}, ""2606"": {""call_vol"": 309, ""put_vol"": 270, ""call_oi"": 718, ""put_oi"": 1575}}",0.6917088236003764,0.8942880794701987,621685.0,430025.0,664400.0,594165.0,0.622984351139691,1.031612888678437,71379.0,44468.0,88698.0,91502.0,753872.0,506579.0,0.6719695120657088,865322.0,766270.0,0.8855316286885113,16.13,16.54,15.95,16.09,0.35,0.11666666666666667,0.95,0.8666666666666667,0.15,0.05,0.2,0.06666666666666667,0.75,0.7166666666666667,0.1,0.03333333333333333,0.75,0.9166666666666666,0.2,0.06666666666666667,0.8,0.7666666666666667
20250710,3993.42,4032.983,3992.524,4010.024,20977890400,,1.013654102907733,0.46657802611163035,18.623000000000047,,0.5164300874565352,0.7300474973912418,0.35056977659632704,66433,34308,111164,81155,"{""2507"": {""call_vol"": 50467, ""put_vol"": 27276, ""call_oi"": 47348, ""put_oi"": 43956}, ""2508"": {""call_vol"": 9132, ""put_vol"": 4392, ""call_oi"": 17968, ""put_oi"": 9729}, ""2509"": {""call_vol"": 4852, ""put_vol"": 1493, ""call_oi"": 28656, ""put_oi"": 14476}, ""2512"": {""call_vol"": 1462, ""put_vol"": 578, ""call_oi"": 13421, ""put_oi"": 7702}, ""2603"": {""call_vol"": 316, ""put_vol"": 326, ""call_oi"": 3000, ""put_oi"": 3670}, ""2606"": {""call_vol"": 204, ""put_vol"": 243, ""call_oi"": 771, ""put_oi"": 1622}}",0.7157679426998468,0.9595956640901672,721115.0,516151.0,649460.0,623219.0,0.6368515452538631,1.1304899605674659,72480.0,46159.0,88252.0,99768.0,860028.0,596618.0,0.693719274256187,848876.0,804142.0,0.9473020794556567,16.14,17.13,15.86,16.41,0.35,0.11666666666666667,1.0,0.9333333333333333,0.05,0.016666666666666666,0.3,0.11666666666666667,0.95,0.8833333333333333,0.15,0.05,1.0,1.0,0.3,0.1,1.0,0.95
20250711,4011.465,4065.942,4010.105,4014.807,26205277300,,1.392435556495422,0.1192760941081561,4.782999999999902,,0.465969132628347,0.7511758199264382,0.2956671765599274,134187,62527,111199,83530,"{""2507"": {""call_vol"": 97693, ""put_vol"": 47909, ""call_oi"": 44019, ""put_oi"": 44231}, ""2508"": {""call_vol"": 22821, ""put_vol"": 9680, ""call_oi"": 21686, ""put_oi"": 11511}, ""2509"": {""call_vol"": 9551, ""put_vol"": 2775, ""call_oi"": 28148, ""put_oi"": 14398}, ""2512"": {""call_vol"": 2762, ""put_vol"": 1125, ""call_oi"": 13400, ""put_oi"": 7740}, ""2603"": {""call_vol"": 914, ""put_vol"": 643, ""call_oi"": 3040, ""put_oi"": 3878}, ""2606"": {""call_vol"": 446, ""put_vol"": 395, ""call_oi"": 906, ""put_oi"": 1772}}",0.5988092784322431,1.0214561038162602,1513704.0,906420.0,663634.0,677873.0,0.4990994236311239,1.1260446504242971,155456.0,77588.0,93213.0,104962.0,1803347.0,1046535.0,0.5803292433458452,868046.0,866365.0,0.9980634666826412,16.33,19.25,16.27,17.03,0.25,0.08333333333333333,1.0,0.95,0.05,0.016666666666666666,0.1,0.03333333333333333,1.0,0.9666666666666667,0.05,0.016666666666666666,0.95,0.9833333333333333,0.1,0.03333333333333333,1.0,0.9833333333333333
20250714,4021.214,4034.92,4017.668,4017.668,20791717500,,0.4297093235116895,0.07126120882026132,2.861000000000331,,0.6023758240323739,0.7476181932358482,0.4194961341625608,45963,27687,111470,83337,"{""2507"": {""call_vol"": 30366, ""put_vol"": 19952, ""call_oi"": 41942, ""put_oi"": 42269}, ""2508"": {""call_vol"": 11331, ""put_vol"": 5280, ""call_oi"": 23582, ""put_oi"": 12983}, ""2509"": {""call_vol"": 2689, ""put_vol"": 700, ""call_oi"": 28505, ""put_oi"": 14501}, ""2512"": {""call_vol"": 1180, ""put_vol"": 835, ""call_oi"": 13341, ""put_oi"": 7533}, ""2603"": {""call_vol"": 305, ""put_vol"": 749, ""call_oi"": 3162, ""put_oi"": 4228}, ""2606"": {""call_vol"": 92, ""put_vol"": 171, ""call_oi"": 938, ""put_oi"": 1823}}",0.798615642720387,1.0203977394427695,464331.0,370822.0,667623.0,681241.0,0.6062950819672132,1.1041388237027372,45750.0,27738.0,95027.0,104923.0,556044.0,426247.0,0.7665706311011359,874120.0,869501.0,0.9947158284903674,17.56,17.56,16.96,17.0,0.6,0.4,0.95,0.9333333333333333,0.4,0.13333333333333333,0.5,0.23333333333333334,0.95,0.95,0.15,0.05,0.9,0.9666666666666667,0.5,0.23333333333333334,0.95,0.9666666666666667
